ac_no,ac_name,district,state,region,reserved_for,candidate_name,party,alliance,is_incumbent,education,profession,age,gender,assets,liabilities,criminal_cases,literacy,community,eci_approved,party_approved,nomination_status,nomination_date,affidavit_url,eci_candidate_id,contact,website,x_handle,source,predicted_winner
198,Constituency #198,Ariyalur,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣17.9 Cr,,2,89.82246257176054,,False,False,,,,,,,,curated,SPA
199,Constituency #199,Karur,Tamil Nadu,CENTRAL,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣49.1 Cr,,2,88.62070361207266,,False,False,,,,,,,,curated,SPA
199,Constituency #199,Karur,Tamil Nadu,CENTRAL,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣47.4 Cr,,1,90.54575789310024,,False,False,,,,,,,,curated,SPA
199,Constituency #199,Karur,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣7.3 Cr,,0,90.42298033095733,,False,False,,,,,,,,curated,SPA
199,Constituency #199,Karur,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣21.7 Cr,,2,87.23803487640775,,False,False,,,,,,,,curated,SPA
200,Constituency #200,Thiruvarur,Tamil Nadu,CENTRAL,GEN,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣46.9 Cr,,0,93.316598482464,,False,False,,,,,,,,curated,NDA
200,Constituency #200,Thiruvarur,Tamil Nadu,CENTRAL,GEN,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣39.4 Cr,,1,91.11517163339826,,False,False,,,,,,,,curated,NDA
200,Constituency #200,Thiruvarur,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣27.3 Cr,,2,89.97518918141168,,False,False,,,,,,,,curated,NDA
200,Constituency #200,Thiruvarur,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣40.7 Cr,,0,91.55096940739601,,False,False,,,,,,,,curated,NDA
201,Constituency #201,Krishnagiri,Tamil Nadu,WEST,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣11.4 Cr,,1,87.20362002696766,,False,False,,,,,,,,curated,SPA
201,Constituency #201,Krishnagiri,Tamil Nadu,WEST,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣32.3 Cr,,2,85.84532897948601,,False,False,,,,,,,,curated,SPA
201,Constituency #201,Krishnagiri,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣26.1 Cr,,1,93.18096165197328,,False,False,,,,,,,,curated,SPA
201,Constituency #201,Krishnagiri,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣23.4 Cr,,2,91.88552909036838,,False,False,,,,,,,,curated,SPA
202,Constituency #202,The Nilgiris,Tamil Nadu,WEST,GEN,SPA Nominee,INC,SPA,True,12th Pass,,,,Γé╣45.6 Cr,,2,90.06628124331463,,False,False,,,,,,,,curated,SPA
202,Constituency #202,The Nilgiris,Tamil Nadu,WEST,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣43.8 Cr,,0,92.09585010296112,,False,False,,,,,,,,curated,SPA
202,Constituency #202,The Nilgiris,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣42.1 Cr,,2,93.72747880533315,,False,False,,,,,,,,curated,SPA
202,Constituency #202,The Nilgiris,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣41.2 Cr,,2,90.22088470649928,,False,False,,,,,,,,curated,SPA
203,Constituency #203,Tirupur,Tamil Nadu,WEST,GEN,SPA Nominee,INC,SPA,False,12th Pass,,,,Γé╣19.4 Cr,,1,93.31646094645963,,False,False,,,,,,,,curated,NDA
203,Constituency #203,Tirupur,Tamil Nadu,WEST,GEN,NDA Nominee,PMK,NDA,True,12th Pass,,,,Γé╣3.3 Cr,,1,86.83484584801198,,False,False,,,,,,,,curated,NDA
203,Constituency #203,Tirupur,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣4.2 Cr,,1,85.67485249381977,,False,False,,,,,,,,curated,NDA
203,Constituency #203,Tirupur,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣49.9 Cr,,0,91.55194173271924,,False,False,,,,,,,,curated,NDA
204,Constituency #204,Villupuram,Tamil Nadu,NORTH,GEN,SPA Nominee,INC,SPA,True,12th Pass,,,,Γé╣43.1 Cr,,0,86.32191982046353,,False,False,,,,,,,,curated,SPA
204,Constituency #204,Villupuram,Tamil Nadu,NORTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣16.7 Cr,,1,90.11911788215127,,False,False,,,,,,,,curated,SPA
204,Constituency #204,Villupuram,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣38.6 Cr,,2,89.54294488312378,,False,False,,,,,,,,curated,SPA
204,Constituency #204,Villupuram,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣22.3 Cr,,2,91.39023111864762,,False,False,,,,,,,,curated,SPA
205,Constituency #205,Tiruvannamalai,Tamil Nadu,NORTH,GEN,SPA Nominee,VCK,SPA,True,12th Pass,,,,Γé╣4.6 Cr,,2,86.29129859202685,,False,False,,,,,,,,curated,SPA
205,Constituency #205,Tiruvannamalai,Tamil Nadu,NORTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣26.1 Cr,,2,86.67201561254933,,False,False,,,,,,,,curated,SPA
205,Constituency #205,Tiruvannamalai,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣9.0 Cr,,1,92.6537532585493,,False,False,,,,,,,,curated,SPA
205,Constituency #205,Tiruvannamalai,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣19.1 Cr,,0,89.24374581933075,,False,False,,,,,,,,curated,SPA
206,Constituency #206,Vellore,Tamil Nadu,NORTH,GEN,SPA Nominee,VCK,SPA,False,12th Pass,,,,Γé╣21.9 Cr,,1,88.23586075138734,,False,False,,,,,,,,curated,NDA
206,Constituency #206,Vellore,Tamil Nadu,NORTH,GEN,NDA Nominee,BJP,NDA,True,12th Pass,,,,Γé╣35.3 Cr,,0,92.24262638363227,,False,False,,,,,,,,curated,NDA
206,Constituency #206,Vellore,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣50.8 Cr,,1,85.04619409119705,,False,False,,,,,,,,curated,NDA
206,Constituency #206,Vellore,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣40.8 Cr,,1,86.1836357421495,,False,False,,,,,,,,curated,NDA
207,Constituency #207,Tirupattur,Tamil Nadu,NORTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣10.4 Cr,,0,89.56482225338527,,False,False,,,,,,,,curated,SPA
207,Constituency #207,Tirupattur,Tamil Nadu,NORTH,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣4.1 Cr,,1,93.84277873967065,,False,False,,,,,,,,curated,SPA
207,Constituency #207,Tirupattur,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣16.7 Cr,,0,85.27759482062528,,False,False,,,,,,,,curated,SPA
207,Constituency #207,Tirupattur,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣3.8 Cr,,2,86.97684475254437,,False,False,,,,,,,,curated,SPA
208,Constituency #208,Tiruvallur,Tamil Nadu,NORTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣22.4 Cr,,2,94.97034489448414,,False,False,,,,,,,,curated,SPA
208,Constituency #208,Tiruvallur,Tamil Nadu,NORTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣23.6 Cr,,1,85.18330203318732,,False,False,,,,,,,,curated,SPA
208,Constituency #208,Tiruvallur,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣8.8 Cr,,2,86.92855468270535,,False,False,,,,,,,,curated,SPA
208,Constituency #208,Tiruvallur,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣30.3 Cr,,2,94.48093273086499,,False,False,,,,,,,,curated,SPA
209,Constituency #209,Tirunelveli,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣44.0 Cr,,2,90.69513144720894,,False,False,,,,,,,,curated,SPA
209,Constituency #209,Tirunelveli,Tamil Nadu,SOUTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣6.4 Cr,,1,94.54113197852814,,False,False,,,,,,,,curated,SPA
209,Constituency #209,Tirunelveli,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣48.3 Cr,,0,94.17408598911535,,False,False,,,,,,,,curated,SPA
209,Constituency #209,Tirunelveli,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣27.2 Cr,,1,85.71543458062301,,False,False,,,,,,,,curated,SPA
210,Constituency #210,Thoothukudi,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣42.5 Cr,,0,89.31258437448862,,False,False,,,,,,,,curated,SPA
210,Constituency #210,Thoothukudi,Tamil Nadu,SOUTH,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣14.3 Cr,,0,90.48019710228289,,False,False,,,,,,,,curated,SPA
210,Constituency #210,Thoothukudi,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣43.2 Cr,,1,87.06860248412036,,False,False,,,,,,,,curated,SPA
210,Constituency #210,Thoothukudi,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣42.0 Cr,,1,88.46023094337552,,False,False,,,,,,,,curated,SPA
211,Constituency #211,Sivaganga,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣49.9 Cr,,2,90.7348223296687,,False,False,,,,,,,,curated,NDA
211,Constituency #211,Sivaganga,Tamil Nadu,SOUTH,GEN,NDA Nominee,PMK,NDA,True,12th Pass,,,,Γé╣9.7 Cr,,1,93.45692215649309,,False,False,,,,,,,,curated,NDA
211,Constituency #211,Sivaganga,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣16.4 Cr,,1,87.86467496061222,,False,False,,,,,,,,curated,NDA
211,Constituency #211,Sivaganga,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣19.8 Cr,,2,91.76616074520113,,False,False,,,,,,,,curated,NDA
212,Constituency #212,Karur,Tamil Nadu,CENTRAL,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣36.0 Cr,,2,86.42834799352579,,False,False,,,,,,,,curated,SPA
212,Constituency #212,Karur,Tamil Nadu,CENTRAL,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣42.0 Cr,,1,89.23731897549735,,False,False,,,,,,,,curated,SPA
212,Constituency #212,Karur,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣10.6 Cr,,2,90.40550355943492,,False,False,,,,,,,,curated,SPA
212,Constituency #212,Karur,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣28.8 Cr,,1,85.92307922460539,,False,False,,,,,,,,curated,SPA
213,Constituency #213,Madurai,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣45.8 Cr,,2,89.71413540337247,,False,False,,,,,,,,curated,SPA
213,Constituency #213,Madurai,Tamil Nadu,SOUTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣16.7 Cr,,2,88.75613779632569,,False,False,,,,,,,,curated,SPA
213,Constituency #213,Madurai,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣19.3 Cr,,0,89.07455856809018,,False,False,,,,,,,,curated,SPA
213,Constituency #213,Madurai,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣8.2 Cr,,2,89.65380263845452,,False,False,,,,,,,,curated,SPA
214,Constituency #214,Mayiladuthurai,Tamil Nadu,CENTRAL,GEN,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣35.0 Cr,,2,91.56741488032445,,False,False,,,,,,,,curated,NDA
214,Constituency #214,Mayiladuthurai,Tamil Nadu,CENTRAL,GEN,NDA Nominee,BJP,NDA,True,12th Pass,,,,Γé╣48.8 Cr,,0,92.68316026066756,,False,False,,,,,,,,curated,NDA
214,Constituency #214,Mayiladuthurai,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣9.4 Cr,,1,94.96254886176891,,False,False,,,,,,,,curated,NDA
214,Constituency #214,Mayiladuthurai,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣39.4 Cr,,0,91.92300465965357,,False,False,,,,,,,,curated,NDA
215,Constituency #215,Perambalur,Tamil Nadu,CENTRAL,GEN,SPA Nominee,INC,SPA,True,12th Pass,,,,Γé╣20.2 Cr,,0,89.51953534998697,,False,False,,,,,,,,curated,SPA
215,Constituency #215,Perambalur,Tamil Nadu,CENTRAL,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣31.6 Cr,,2,86.02874806665316,,False,False,,,,,,,,curated,SPA
215,Constituency #215,Perambalur,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣20.7 Cr,,0,86.3407116334519,,False,False,,,,,,,,curated,SPA
215,Constituency #215,Perambalur,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣35.5 Cr,,0,88.749295393499,,False,False,,,,,,,,curated,SPA
216,Constituency #216,Thanjavur,Tamil Nadu,CENTRAL,GEN,SPA Nominee,INC,SPA,True,12th Pass,,,,Γé╣47.2 Cr,,1,91.61396637223814,,False,False,,,,,,,,curated,SPA
216,Constituency #216,Thanjavur,Tamil Nadu,CENTRAL,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣34.0 Cr,,0,86.01273384880501,,False,False,,,,,,,,curated,SPA
216,Constituency #216,Thanjavur,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣24.8 Cr,,1,85.6070613527245,,False,False,,,,,,,,curated,SPA
216,Constituency #216,Thanjavur,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣23.5 Cr,,0,87.55072766014015,,False,False,,,,,,,,curated,SPA
217,Constituency #217,Namakkal,Tamil Nadu,WEST,GEN,SPA Nominee,INC,SPA,False,12th Pass,,,,Γé╣18.2 Cr,,1,94.23076058988747,,False,False,,,,,,,,curated,NDA
217,Constituency #217,Namakkal,Tamil Nadu,WEST,GEN,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣35.9 Cr,,1,89.18481275395328,,False,False,,,,,,,,curated,NDA
217,Constituency #217,Namakkal,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣27.0 Cr,,2,89.5249787584319,,False,False,,,,,,,,curated,NDA
217,Constituency #217,Namakkal,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣12.1 Cr,,2,89.59465213660164,,False,False,,,,,,,,curated,NDA
218,Constituency #218,Dharmapuri,Tamil Nadu,WEST,GEN,SPA Nominee,VCK,SPA,True,12th Pass,,,,Γé╣34.3 Cr,,1,94.34174202093054,,False,False,,,,,,,,curated,SPA
218,Constituency #218,Dharmapuri,Tamil Nadu,WEST,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣15.3 Cr,,2,90.15745175055667,,False,False,,,,,,,,curated,SPA
218,Constituency #218,Dharmapuri,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣26.2 Cr,,0,86.69960935680665,,False,False,,,,,,,,curated,SPA
218,Constituency #218,Dharmapuri,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣15.9 Cr,,0,87.60263102100345,,False,False,,,,,,,,curated,SPA
219,Constituency #219,Erode,Tamil Nadu,WEST,GEN,SPA Nominee,VCK,SPA,False,12th Pass,,,,Γé╣39.1 Cr,,1,90.10769158550335,,False,False,,,,,,,,curated,NDA
219,Constituency #219,Erode,Tamil Nadu,WEST,GEN,NDA Nominee,PMK,NDA,True,12th Pass,,,,Γé╣47.7 Cr,,2,85.02326746522488,,False,False,,,,,,,,curated,NDA
219,Constituency #219,Erode,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣38.7 Cr,,1,89.50086680365216,,False,False,,,,,,,,curated,NDA
219,Constituency #219,Erode,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣34.4 Cr,,2,85.52346480695688,,False,False,,,,,,,,curated,NDA
220,Constituency #220,Salem,Tamil Nadu,WEST,SC,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣13.6 Cr,,2,85.43835994436739,,False,False,,,,,,,,curated,SPA
220,Constituency #220,Salem,Tamil Nadu,WEST,SC,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣50.1 Cr,,1,88.97747515484713,,False,False,,,,,,,,curated,SPA
220,Constituency #220,Salem,Tamil Nadu,WEST,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣30.8 Cr,,1,90.90472505844461,,False,False,,,,,,,,curated,SPA
220,Constituency #220,Salem,Tamil Nadu,WEST,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣49.5 Cr,,2,86.90732264888175,,False,False,,,,,,,,curated,SPA
221,Constituency #221,Kallakurichi,Tamil Nadu,NORTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣1.0 Cr,,2,88.55506866015448,,False,False,,,,,,,,curated,SPA
221,Constituency #221,Kallakurichi,Tamil Nadu,NORTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣2.7 Cr,,1,90.51939370790699,,False,False,,,,,,,,curated,SPA
221,Constituency #221,Kallakurichi,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣36.3 Cr,,1,90.1516815357333,,False,False,,,,,,,,curated,SPA
221,Constituency #221,Kallakurichi,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣43.8 Cr,,2,86.6866269426846,,False,False,,,,,,,,curated,SPA
222,Constituency #222,Chengalpattu,Tamil Nadu,NORTH,GEN,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣13.2 Cr,,0,89.56567226598109,,False,False,,,,,,,,curated,NDA
222,Constituency #222,Chengalpattu,Tamil Nadu,NORTH,GEN,NDA Nominee,BJP,NDA,True,12th Pass,,,,Γé╣34.4 Cr,,2,88.5612312581748,,False,False,,,,,,,,curated,NDA
222,Constituency #222,Chengalpattu,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣38.9 Cr,,2,90.97230026211592,,False,False,,,,,,,,curated,NDA
222,Constituency #222,Chengalpattu,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣38.1 Cr,,0,92.8502432052577,,False,False,,,,,,,,curated,NDA
223,Constituency #223,Ranipet,Tamil Nadu,NORTH,SC,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣4.0 Cr,,1,85.14583650490215,,False,False,,,,,,,,curated,SPA
223,Constituency #223,Ranipet,Tamil Nadu,NORTH,SC,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣31.2 Cr,,2,91.6136144730029,,False,False,,,,,,,,curated,SPA
223,Constituency #223,Ranipet,Tamil Nadu,NORTH,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣14.3 Cr,,1,86.43987544483562,,False,False,,,,,,,,curated,SPA
223,Constituency #223,Ranipet,Tamil Nadu,NORTH,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣27.4 Cr,,1,88.745237274121,,False,False,,,,,,,,curated,SPA
224,Constituency #224,Chennai,Tamil Nadu,CHENNAI,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣11.1 Cr,,1,88.34069612922671,,False,False,,,,,,,,curated,SPA
224,Constituency #224,Chennai,Tamil Nadu,CHENNAI,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣1.9 Cr,,1,87.89019795545933,,False,False,,,,,,,,curated,SPA
224,Constituency #224,Chennai,Tamil Nadu,CHENNAI,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣25.3 Cr,,1,93.31571007406882,,False,False,,,,,,,,curated,SPA
224,Constituency #224,Chennai,Tamil Nadu,CHENNAI,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣20.9 Cr,,2,86.16054489402558,,False,False,,,,,,,,curated,SPA
225,Constituency #225,Virudhunagar,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣20.3 Cr,,1,87.59431761808872,,False,False,,,,,,,,curated,NDA
225,Constituency #225,Virudhunagar,Tamil Nadu,SOUTH,GEN,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣12.3 Cr,,0,86.02209578714798,,False,False,,,,,,,,curated,NDA
225,Constituency #225,Virudhunagar,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣30.8 Cr,,0,93.89468722284313,,False,False,,,,,,,,curated,NDA
225,Constituency #225,Virudhunagar,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣39.7 Cr,,2,87.23694115013362,,False,False,,,,,,,,curated,NDA
226,Constituency #226,Tenkasi,Tamil Nadu,SOUTH,SC,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣1.3 Cr,,2,92.50544204135882,,False,False,,,,,,,,curated,SPA
226,Constituency #226,Tenkasi,Tamil Nadu,SOUTH,SC,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣1.8 Cr,,0,90.82520905224521,,False,False,,,,,,,,curated,SPA
226,Constituency #226,Tenkasi,Tamil Nadu,SOUTH,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣9.7 Cr,,0,88.78472263166336,,False,False,,,,,,,,curated,SPA
226,Constituency #226,Tenkasi,Tamil Nadu,SOUTH,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣42.8 Cr,,1,89.7586069686046,,False,False,,,,,,,,curated,SPA
227,Constituency #227,Theni,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣46.0 Cr,,2,94.26290231601602,,False,False,,,,,,,,curated,SPA
227,Constituency #227,Theni,Tamil Nadu,SOUTH,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣19.3 Cr,,2,89.25310583360933,,False,False,,,,,,,,curated,SPA
227,Constituency #227,Theni,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣32.9 Cr,,0,85.92481105501815,,False,False,,,,,,,,curated,SPA
227,Constituency #227,Theni,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣10.5 Cr,,2,92.8957870119774,,False,False,,,,,,,,curated,SPA
228,Constituency #228,Ramanathapuram,Tamil Nadu,SOUTH,GEN,SPA Nominee,INC,SPA,False,12th Pass,,,,Γé╣50.7 Cr,,2,94.90027168508168,,False,False,,,,,,,,curated,NDA
228,Constituency #228,Ramanathapuram,Tamil Nadu,SOUTH,GEN,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣1.6 Cr,,1,86.11810978423237,,False,False,,,,,,,,curated,NDA
228,Constituency #228,Ramanathapuram,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣49.3 Cr,,2,87.8705194651948,,False,False,,,,,,,,curated,NDA
228,Constituency #228,Ramanathapuram,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣31.8 Cr,,2,89.36655772367322,,False,False,,,,,,,,curated,NDA
229,Constituency #229,Pudukkottai,Tamil Nadu,CENTRAL,SC,SPA Nominee,INC,SPA,True,12th Pass,,,,Γé╣7.1 Cr,,1,86.81717559523472,,False,False,,,,,,,,curated,SPA
229,Constituency #229,Pudukkottai,Tamil Nadu,CENTRAL,SC,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣11.5 Cr,,1,94.64409547749148,,False,False,,,,,,,,curated,SPA
229,Constituency #229,Pudukkottai,Tamil Nadu,CENTRAL,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣2.4 Cr,,1,85.4706473197062,,False,False,,,,,,,,curated,SPA
229,Constituency #229,Pudukkottai,Tamil Nadu,CENTRAL,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣42.3 Cr,,2,86.41136532190937,,False,False,,,,,,,,curated,SPA
230,Constituency #230,Nagapattinam,Tamil Nadu,CENTRAL,GEN,SPA Nominee,INC,SPA,False,12th Pass,,,,Γé╣41.1 Cr,,1,85.72018323867277,,False,False,,,,,,,,curated,NDA
230,Constituency #230,Nagapattinam,Tamil Nadu,CENTRAL,GEN,NDA Nominee,BJP,NDA,True,12th Pass,,,,Γé╣43.8 Cr,,0,90.61177344457181,,False,False,,,,,,,,curated,NDA
230,Constituency #230,Nagapattinam,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣10.5 Cr,,2,85.46572661590444,,False,False,,,,,,,,curated,NDA
230,Constituency #230,Nagapattinam,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣8.5 Cr,,0,89.13302309177118,,False,False,,,,,,,,curated,NDA
231,Constituency #231,Ariyalur,Tamil Nadu,CENTRAL,GEN,SPA Nominee,VCK,SPA,True,12th Pass,,,,Γé╣23.4 Cr,,0,91.36201614382242,,False,False,,,,,,,,curated,SPA
231,Constituency #231,Ariyalur,Tamil Nadu,CENTRAL,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣27.5 Cr,,1,94.80016353168517,,False,False,,,,,,,,curated,SPA
231,Constituency #231,Ariyalur,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣34.7 Cr,,1,86.35746351854009,,False,False,,,,,,,,curated,SPA
